Geneid,Length,KO_PBS_642,KO_PBS_641,KO_PBS_638,KO_LPS_600,KO_LPS_194,KO_LPS_193,Control_PBS_175,Control_PBS_171,Control_PBS_170,Control_LPS_185,Control_LPS_184,Control_LPS_149
ENSMUSG00000018363,6162,2562,1608,2632,2479,2288.5,3279,3788,3003.5,2919.5,3210,3281.5,3355
ENSMUSG00000099125,104,0,0,0,0,0.5,0,1,0.5,0.5,0,0.5,1
ENSMUSG00000086481,490,50,6,35,45,50,71,38,4,2,18,31,14
ENSMUSG00000018362,2873,944.5,498.55,640.75,603.11,600.71,753.51,921.93,455.66,488.68,462.94,420.01,440.9
ENSMUSG00000083356,832,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000078607,1685,21,30,34,15,12,14,50,31,21,20,26,17
ENSMUSG00000040481,14081,3431,1567,2689,2760,1601,2069,3673,2696,2959,2449,2534,2772
ENSMUSG00000087596,695,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018433,5357,1143,483,983,1167,940,1357,1366,968,896,1022,1193,1212
ENSMUSG00000081103,333,0,0,2,6,2,2.88,4,0,0.11,9,11,3
ENSMUSG00000081360,537,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040430,6612,3075,2030.5,3053.5,2601,2426,3871,3674,3394,3428,4311.5,4240.5,4933
ENSMUSG00000081995,351,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086298,470,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087683,367,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085245,523,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087113,876,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020720,2649,964,615,980,1231,932,1322,1354,907,956,1041,998,990
ENSMUSG00000086442,534,3,0,0,12,3,3,2,0,0,17,2,4
ENSMUSG00000085864,459,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059706,861,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083996,375,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020721,15044,2361,1698.5,2721.5,1723,1288,1858,2756.5,2824.5,3146,2311,2404.5,2379.5
ENSMUSG00000098497,58,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000020722,1249,0,0,0,0,0,0,0,1,0,10,4,0
ENSMUSG00000020723,3575,0,0,6,17,9,9,0,14,7,15,4,12
ENSMUSG00000087184,1145,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088279,287,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098991,112,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040373,3834,0,6,0,0,7,0,3,0,0,1,0,5
ENSMUSG00000050965,8992,1636,1141,2108,1240,1037,1581,1834,2922,2727,2623,2743,2626
ENSMUSG00000086078,337,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098989,69,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084978,765,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000049,1594,0,0,0,0,0,5,0,0,0,0,0,0
ENSMUSG00000084916,500,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082544,486,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020728,6175,25,54,29,48,35,40,52,19,36,9,36,41
ENSMUSG00000086761,3005,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081016,962,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083723,424,76.5,43.2,81.59,65.8,48.11,100.11,48.79,40.04,39.47,45.13,47.87,31.63
ENSMUSG00000085811,4813,8.6,0,0,10,1,0,4,0,0,8,1.67,4
ENSMUSG00000000142,5506,1,4,0,18,5,7,10,0,9,5,22,27
ENSMUSG00000086268,511,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081392,701,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064691,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078605,1078,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081524,1008,5,7,1.5,2,2.5,6,1,0.14,1.5,0,1,0.5
ENSMUSG00000020599,6390,0,2,0,34,23,18,4,0,0,29,5,36
ENSMUSG00000099630,482,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056687,4250,263,154,290,272,207,323,263,223,240,272,335,316
ENSMUSG00000020611,6421,8099,5153,7866.33,14711,12058.5,16709,9682,8092,7358,12802,13705,14137
ENSMUSG00000045065,2706,0,2,0,2,3,2,0,0,0,0,0,0
ENSMUSG00000020610,5584,905.5,564,876,632.5,549.5,810,832.5,715.5,726.5,775.5,985,772.5
ENSMUSG00000085326,311,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041920,4883,8588.61,5508.28,8566.83,2946.06,3562.56,4588.11,7271.89,9111,9219.44,8049.61,8146.98,7822.5
ENSMUSG00000080530,121,34.11,38.28,36.83,8.06,4.56,11.11,52.89,29,47.44,24.11,9.98,18.5
ENSMUSG00000020604,3906,1727,1030,1644,638,664,829,1361,1466,1142,1127,1055,964
ENSMUSG00000088106,111,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041895,4410,295,197,305,119,149,212,424,239,222,283,411,248
ENSMUSG00000086733,1332,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020612,4321,9399,5743,8706,8845,8033,11296,11054,9078,8196,10267,10335,9215
ENSMUSG00000020614,3634,5,0,0,6,2,4,0,14,15,5,2,3
ENSMUSG00000085734,757,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020617,2177,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087139,918,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087393,389,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020620,7423,23,1,0,4,12,8,2,0,0,9,5,20
ENSMUSG00000085629,525,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041828,6272,0,1,5,5,1,3,6,1,14,22,45,12
ENSMUSG00000041797,8048,25557,15579.5,26400,16341,17932.5,25136.5,30495,32963,29205.5,32050.25,29519.5,29490.5
ENSMUSG00000044749,5398,29,17.5,38,32,18.5,34.5,520,21,19.5,62.75,36.5,31.5
ENSMUSG00000018800,11437,172,112,190,149,134,253,316,105,65,114,152,170
ENSMUSG00000020623,3444,267,146,251,64,51,98,399,357,272,343,247,242
ENSMUSG00000085985,516,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051497,3936,42,24,41,12,14,18,149,60,45,60,55,89
ENSMUSG00000041695,5444,6406,3931.33,4108.17,1818,1285,1693.17,5006,2071,1902.14,574.25,511,496
ENSMUSG00000082272,832,40.5,2,22.5,24,22.5,34,15.5,20.5,2.5,23.5,36,34
ENSMUSG00000082448,490,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081666,977,2.17,0.33,2.5,0.83,3.5,2,1.5,0,8.5,3.5,3,2.5
ENSMUSG00000086752,3005,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081088,779,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085324,439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041674,5769,0,0,0,0,0,0,0,0,0,0,6,0
ENSMUSG00000000567,4135,4,21,0,24,10,7,10,3,21,13,13,11
ENSMUSG00000075437,870,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020624,2041,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087259,2121,25,16,41,2,4,12,5,4,30,30,54,15
ENSMUSG00000085421,2446,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041654,3359,815,542,928,622,617,829,802,847,750,707,722,601
ENSMUSG00000078251,4037,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047904,2143,0,0,0,6,0,0,0,0,0,2,5,3
ENSMUSG00000018661,4987,1704,953,1419,1236,1035,1272,2192,1171,1322,1290.5,1383,1434.5
ENSMUSG00000041629,2619,555,303.5,542,616.5,517.5,661.5,737.5,508.5,582.5,678.5,760.67,630.17
ENSMUSG00000083339,565,0,0,0,0,0,0,1,0,0,0,4,2
ENSMUSG00000041623,2382,338,144,248,432,392,429,462,303,242,372,371,495
ENSMUSG00000018727,2246,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041598,3643,781,405,584,444,451,561,1211,867,843,746,884,815
ENSMUSG00000083090,505,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041592,15469,0,3,7,8,4,10,0,0,3,5,3,19
ENSMUSG00000086760,846,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086135,929,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078600,395,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085844,1856,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075431,658,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081548,902,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062391,3496,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083769,302,5.5,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057322,542,902.66,430.58,890.08,908.25,592.33,929,641.08,384.92,368.42,475.25,399.92,312.92
ENSMUSG00000034714,3739,1089,770,1216,645,685,1140,831,367,276,282,401,388
ENSMUSG00000034706,4568,0,4,0,0,0,0,0,5,0,0,5,0
ENSMUSG00000010021,4068,199,125,198,89,51,90,81,86,74,78,78,74
ENSMUSG00000000202,3187,11,6,5,0,0,4,7,6,26,14,22,15
ENSMUSG00000034677,1116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051043,5245,5,0,10,35,10,31,8,9,10,9,29.5,37
ENSMUSG00000034652,4738,3933.17,2120.64,3631.67,2581,2298.33,3540.17,5711.31,3321.83,3494.5,2980.17,3355.83,2626.83
ENSMUSG00000083237,455,0,0,0,0,0,0,5,0,0,0,0,0
ENSMUSG00000063193,2917,326,219,281,42,33,69,394,45,5,0,17,6
ENSMUSG00000083677,401,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058728,1065,13,2,0,2.25,1,2,4,0,6,3,11,0
ENSMUSG00000034641,2645,143,76,170,329,261.5,432,305,48.5,74.5,209,321.5,366.5
ENSMUSG00000044811,1275,6257.5,3128,6178,2997.75,2906.5,4587,4839.5,4104.5,4249.5,4558,4947.5,3855.5
ENSMUSG00000089753,918,34.2,31,59.58,3.45,6.75,12.5,135.08,19.75,7,0.5,8.75,8.75
ENSMUSG00000069609,852,31.2,17.67,38.25,27.78,25.75,42.67,33.58,1.92,6.5,2.17,14.08,5.42
ENSMUSG00000089722,852,55.7,37.17,55.08,43.28,35.75,68.67,50.92,2.17,6.5,8.67,20.08,7.92
ENSMUSG00000069607,852,43.7,38.17,55.08,40.28,36.25,63.17,51.42,2.17,6,6.67,19.08,7.92
ENSMUSG00000048498,2088,28,13,26,23,28,33,51,6,32,73,60,82
ENSMUSG00000020732,5330,32,6,48,35,16,37,39,34,19,51,57,49
ENSMUSG00000047798,5149,5307.2,2513.67,5752,14678.03,12807.67,17323.23,8993.83,1657.5,2419.5,14122.08,16334.83,19415
ENSMUSG00000020733,1925,1126,713,1159,1468.5,1319.5,1918.5,2904.5,949,1110,2043,2128.5,1811
ENSMUSG00000015542,2066,352,253,328.5,141,191.5,260,446,299,414,331.5,370.5,276
ENSMUSG00000045980,4610,7631,5293,9287,5902,6559,11072,18788,6458,6234,14251,14590,11506
ENSMUSG00000020734,5037,21,8,16,48,60,189,25,22,24,163,150,134
ENSMUSG00000089544,108,0,0,0,0,0,1,2,0,0,3,0,0
ENSMUSG00000018861,2806,311,150,332,193,151,283,311,287,278,239,377,276
ENSMUSG00000044788,6653,287,164,274,144,159,203,222,297,439,638,475,484
ENSMUSG00000050201,2648,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045288,3306,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018862,2426,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034586,4595,1,2,3,19,9,33,3,12,17,20,43,32
ENSMUSG00000050910,3700,15,27,42,3,8,29,18,33,70,65,30,30
ENSMUSG00000018858,3332,246,128,268,197,156,219,299,260,207,212,223,149
ENSMUSG00000085072,1052,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034566,1465,807,419.5,898.83,638,552,862.5,768,673.5,616.5,666.5,661.17,472
ENSMUSG00000016940,3009,786,365,927,333,239,367,1055,653,657,285,532,340
ENSMUSG00000070332,1934,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000093096,100,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085651,407,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045775,3699,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057219,3069,798,448,827,794,733,1010,862,1019,1020,1355,1414,1334
ENSMUSG00000020736,1140,307,108,315,160,139,185,676,197,229,180,280,166
ENSMUSG00000081376,159,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020737,2149,1735,902,1576.67,1098.33,938.83,1395,1524.33,1552.83,1385.5,1408.33,1448,985.5
ENSMUSG00000020738,1736,450.84,236.52,372.72,445.41,323.83,481.1,478.45,348.52,390.79,373.42,386.5,311.51
ENSMUSG00000020739,3385,579,314,565,374,273,392,743,392,555,310,323,309
ENSMUSG00000020740,6245,3841.83,1887.82,3579.75,3188.25,2066.93,2546,4587.73,2993,3061.6,2318.33,2416.3,2416
ENSMUSG00000089476,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046756,2072,485,254,441,559,429,521,609,427,434,478,442,433
ENSMUSG00000020743,2010,1082,612,1085,1556,1153,1603,1346,601,645,924,811,850
ENSMUSG00000020744,4026,472,311,421,519,363,635,810,329,544,383,486,392
ENSMUSG00000097020,1457,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059923,2916,5046.5,2812.5,4611,5513,4808.5,6715.83,6834.33,5085,4622,4863,5653,4927
ENSMUSG00000084277,69,64.5,64,79.5,93.5,51,78,77.5,61,68.5,94,73,58.5
ENSMUSG00000083394,483,1,0,0.21,1.5,0,0.22,0.2,0,0,0,0,1
ENSMUSG00000089460,135,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084130,214,0,0,0,0,0,0,3,0,0,0,0,0
ENSMUSG00000020747,5920,2746,1768,2903,1073,1251,1795,2432,2408,2631,1801,1850,1608
ENSMUSG00000093539,63,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000034471,5177,12,11,10,18,25,3,8,0,17,8,3,7
ENSMUSG00000020781,2458,354,183,249,346,260,349,434,276,188,239,198,227
ENSMUSG00000020782,4844,169,84,139,106,102,59,263,54,71,46,60,85
ENSMUSG00000034427,9857,67,18,16,39,31,17,20,22,46,31,5,15
ENSMUSG00000020752,6986,878,491,951,429,317,389,782,690,722,441,645,524
ENSMUSG00000048442,1649,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075420,978,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087072,396,0,0,0,0,0,0,0.67,0,0,0,0,0
ENSMUSG00000020755,3708,1013,622,1041,1298,998,1386,1883,1079,963,1228,1263,1292
ENSMUSG00000087064,2352,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020758,7015,1,1,16,10,6,14,2,11,0.2,0,18,8
ENSMUSG00000097800,2024,0,0,0,2,0,0,17,0,0,0,0,0
ENSMUSG00000020766,1406,297,204,274,126,153,196,296,230,245,157,298,186
ENSMUSG00000016559,2976,6720.5,4160.5,7012.83,11239.33,8662.17,12671.83,7448.33,5945.67,5824.67,11078.17,11066.83,9641.5
ENSMUSG00000020770,4438,2386,1330,2318,1236,882,1061,2543.5,1807,2012,1625.25,1648,1365
ENSMUSG00000057948,4679,1411,693,1121,600,474,743,658,981,1119,924,793,831
ENSMUSG00000034341,3177,4358.5,2808.5,5035.5,2544.5,2504,3856.5,6558,4711.5,4545.5,4017,4435,3504
ENSMUSG00000020773,2735,1601,818.25,1249,63,84,199.5,2563.25,1315,1306,381.5,581.5,332.75
ENSMUSG00000054517,5883,1457.23,865.08,1212.33,183,198.33,294.33,1863.06,1644.33,1541,917.5,947.5,563.5
ENSMUSG00000020775,2550,590,374,555,571,468,600,1058,536,674,371,388,453
ENSMUSG00000020776,7751,778,436,661,452,296,439,650,627,645,419,526,544
ENSMUSG00000104857,126,0,0,0,0,0,0.5,2,0,0,0,0,1
ENSMUSG00000105120,127,0,0,0,0,0,0.5,2,0,0,0,0,1
ENSMUSG00000020777,5082,2279,1397,2022,1458,1440,1787,2668,1853,1859,1566,1809,1759.25
ENSMUSG00000020778,2728,254,141,260,209,163,272,320,269,217,230,281,216
ENSMUSG00000092300,1548,2,12,19,11,2,4,18,5,3,25,3,4
ENSMUSG00000034282,6384,0,0,0,4,6,1,0,0,0,3,0,1
ENSMUSG00000020780,2737,2064,1178,1989,1886,1395,1895,2742,1902,1935,1814,1944,1587
ENSMUSG00000020793,2456,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020792,4367,1059,713,1285,701,690,1083,1261,1400,1175,1104,1230,1091
ENSMUSG00000097117,1338,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064588,116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034227,2623,4,4,11,26,2,9,6,1,2,6,5,1
ENSMUSG00000052949,9537,551,404,543,446,364,617,1581,395,441,529,604,626
ENSMUSG00000081929,456,7.55,5.75,9.38,9.75,8.25,18.82,5.39,6.42,5.37,5.58,3.45,4.25
ENSMUSG00000050628,1532,797,468.5,943,665,713.33,1437,1943.5,770.5,633.5,1393.5,1334.5,1224
ENSMUSG00000070331,7513,7,9,4,4,0,3,7,6,5,3,7,11
ENSMUSG00000086826,723,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000015869,3407,1676,949,1822,1275,899,1274,2283,1908,2158,1258,1246,1245
ENSMUSG00000081318,303,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100779,766,0,0,0,17,4,2,0,0,0,0,0,13
ENSMUSG00000061878,4774,3,1,3,1657.27,536.29,839,3,0,0,200.4,391,627
ENSMUSG00000020802,5288,855,468,731.5,849,610,785,1282,735,728,642.5,666,748
ENSMUSG00000083314,233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020804,1663,0,0,9,0,0,0,0,0,0,0,0,1
ENSMUSG00000020806,5293,2320,1415,2383,14504,7337,10549,2227,802,839,3558,3875,5510
ENSMUSG00000020810,2331,0,0,0,5,9,21,2,0,8,8,10,1
ENSMUSG00000075410,1534,0,0,0,0,1,4,4,0,3,0,3,1
ENSMUSG00000020812,2776,107,79.5,214,227,181,133.5,132.5,72,155,136.5,206.5,214
ENSMUSG00000065640,76,3,0,0.5,0,0,0,0,0,0,4,1,0
ENSMUSG00000077604,75,1,0,2.5,1.5,0,0,1,2,5.5,0,0,5
ENSMUSG00000065094,74,2,0.5,5,5,3,3,4.5,0,0,6.5,0,3.5
ENSMUSG00000057286,5790,0,0,0,0,1,0,0,0,7,0,0,3.5
ENSMUSG00000110170,1683,0,0,0,0,1,0,0,0,0,0,0,2.5
ENSMUSG00000078586,1581,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056032,5471,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000009588,2392,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020814,2391,18,14,24,13,29,29,32,32,30,39,55,9
ENSMUSG00000056962,4698,841.5,425,720,829,677,870.5,955,657.5,604,1037,1083,975.5
ENSMUSG00000098792,173,8.5,13,24,20,10,11.5,17,15.5,22,20,32,13.5
ENSMUSG00000090266,2697,403.5,211.5,336.5,195,179,346.5,466.5,356.5,343.5,271,287.5,291
ENSMUSG00000034120,2958,7868.5,4211.5,7695.5,6762,5486.5,7173,8876,5647,6089.5,6777,7622,6679.5
ENSMUSG00000020818,7076,2947,1672,2804.5,962,1106,1759,4807,2489,2817.5,2065,2259,1649
ENSMUSG00000043857,4596,0,0,0,22,10,24,0,1,3,16,15,32
ENSMUSG00000086902,1003,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085104,670,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086859,2795,245,122.67,302.5,126.5,96.33,101,216.33,123.67,160.83,78.33,117,72.67
ENSMUSG00000088529,193,3,2.67,4,10.5,2.83,6,2.83,12.67,10.83,2.33,7,4.67
ENSMUSG00000104740,110,3,2.67,4.5,6,2.83,6,2.83,12.67,6.33,2.33,5,3.67
ENSMUSG00000093083,77,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087057,829,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020823,7176,8669,5317.2,8354,2539,2805,4354,9310.67,9116,9618,6558,7124,5723
ENSMUSG00000089343,328,6,3,19,4,0,0,5,4,0,0,0,3
ENSMUSG00000084052,448,5,15,9,7,0,10,2,0,11,6,1,4
ENSMUSG00000059248,7565,805,512,552,1024,539,680,202,429,273,350,337,333
ENSMUSG00000086050,2969,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086588,713,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083705,669,50.01,31.34,68.34,58.2,47.14,88.71,46.3,26.85,25.16,42.03,38.13,29.2
ENSMUSG00000085336,1742,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110653,309,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069588,2311,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085419,728,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054418,1784,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025571,12843,2755,1568,2820,1661,1084,1512,3383.5,2346,2405,1963,2065,2087
ENSMUSG00000025572,4091,1901,1409,2655,1312,1269,1869,3732,2144,1848,1782,2152,1847
ENSMUSG00000050106,3056,406,289,452,179,168,244,292,371,490,444,587,417
ENSMUSG00000087486,466,0,1,1,0,0,0,0,0,0,0,4,0
ENSMUSG00000087669,472,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025573,1071,275.5,166,317.5,440.5,226,358,158,390.5,561.5,413,493,512.5
ENSMUSG00000048277,1776,12348.5,7203.5,13505.5,16659.17,14310.5,22201.5,13404,13551.5,12895,15854.5,15680,14197.5
ENSMUSG00000093485,1780,272.5,128,266,339.67,163.5,284.5,122.5,177.25,165.5,219.5,171.5,200
ENSMUSG00000025574,5198,306.5,122.5,177.5,167.5,128,134,26.5,37,102,24,46.5,46
ENSMUSG00000017718,3539,275.5,143.5,254,323.67,123,172,58.5,133.75,116,166,174.5,212
ENSMUSG00000017716,3402,141,82,85.12,84,59,78.5,5,40,27,35,10.75,16
ENSMUSG00000070330,1820,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000017713,2910,667,287,558,2210,1228,1453,631,338,521,1460,1725,2074
ENSMUSG00000085434,1850,11,0,6,19,22,6,0,3,0,7,36,25
ENSMUSG00000082562,424,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053113,2891,1404,900,1617,78660,45513,73142,1595,716,829,65879,74010,74143
ENSMUSG00000017715,5333,2028,1032.5,2154,10704.5,5688.5,7654.5,2850.5,1601.5,1849,2833,3338,4161
ENSMUSG00000098958,81,6,1.5,6,39.5,14.5,29.5,8.5,12.5,5,4,8,6
ENSMUSG00000033987,16126,0,0,0,0,5,6,0,8,0,0,2,4
ENSMUSG00000085511,2158,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000017132,3905,1258,721,1307,1712,1082,1631,2134,941,977,1013,1058,1259
ENSMUSG00000088119,95,9,0,8,2,2,0,7,8,0,0,0,8
ENSMUSG00000080810,468,0,0,0,2,6,1,1,0,0,0,1,0
ENSMUSG00000033909,7689,1812,1147,1974,4199,3001,3972.25,2301,1589,1589,2920,3391.5,3574
ENSMUSG00000017466,3896,17577,12655,18072,11457,11368,18664,13760,14738,13067,11850,12543,9844.5
ENSMUSG00000076433,1944,41,24,10,25,8,12,37,26,12,5,13,1.5
ENSMUSG00000033880,2847,47566,27275,47836,48697,44609,76025,10574,5712,4970,5891,5877,5685
ENSMUSG00000025575,4358,5252,2816,4952,3286,3436,4996,4768,3669,3570,3319,3501,2871
ENSMUSG00000017446,3131,0,3.1,0.2,15,1,19.73,4,0.2,2.2,1.14,5.12,8
ENSMUSG00000086514,1648,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087036,1498,0,0,0,0,3,0,1,0,0,5,2,0
ENSMUSG00000033857,5184,1432,847,1508,59,113,120,2969,1922,2160,433,725,400
ENSMUSG00000025576,5818,13,3,1,25,14,46,12,30,19,71,53,74
ENSMUSG00000085059,583,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077065,66,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084887,184,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046697,1951,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025577,4257,170,49,61,5,13,19,147,75,95,37,27,7
ENSMUSG00000025578,3675,247,160,362,11,24,33,358,389,386,85,76,77
ENSMUSG00000097614,1516,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039989,5210,1309,725,1204,538,391,540,1386,1175,1493,934,1254,870
ENSMUSG00000086306,661,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086547,891,0,0,0,0,0,0,1,0,0,0,0,4
ENSMUSG00000039976,7119,5003.5,2978,5097,2869.5,2633,3934.5,8428,4022.5,4352,3691,4396.5,4348
ENSMUSG00000097294,3683,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098704,62,0.5,3,8,0.5,0,2.5,3,0.5,3,0,1.5,1
ENSMUSG00000085548,396,0,3,5,0,0,0,7,3,12,0,4,0
ENSMUSG00000087404,510,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039963,6030,24,6,13,10,2,3,3,14,23,6,12,5
ENSMUSG00000025579,4783,11309,8341,11933,8400,8626,14104,12557,8103,7636,8337,8325,7068
ENSMUSG00000025580,2122,1518.83,949.5,1622.08,1793,1387.67,2138.33,2471.25,1711.17,1327.67,1833.5,1983.92,1704
ENSMUSG00000013483,4605,0,0,1,0,0,3,14,1,0,0,0,0
ENSMUSG00000005043,4414,3283,2157,3615,1177,1256,2081,4041,3542,3149,2954,2925,2791
ENSMUSG00000039908,3610,325,308,248,48,72,122,736,178,239,91,209,143
ENSMUSG00000088015,90,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000070327,16888,19517,9327,18634,42456,19990,23050,5595,4460,4894,3358,4232,4393
ENSMUSG00000109408,9082,0,1,8,6,15,12,11,6,21,35,35.33,15
ENSMUSG00000039850,6138,438.5,384.5,576,413.5,389,549.17,696.5,534,541.67,516,624,593
ENSMUSG00000025582,5217,32,26,13,64,59,161,33,17,20,160,176,199
ENSMUSG00000087675,1705,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025583,13471,7589,5326,7470,6989,6323,9381,8934,8853,9089,10055,9785,10986
ENSMUSG00000083870,445,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088670,80,0,0,3,1,1,2,6,0,0,0,0,0
ENSMUSG00000085081,1174,29,3,2,6,4,19,27,1,14,22,12,21
ENSMUSG00000025371,2432,671,308,729,281,282,411,1054,750,594,544,496,410
